matchID, Numero, Nome,  Posicao, Nota, Tempo, Chutes, Faltas, Ofens, Defens, yellowCards, redCards, Goals, Assis, Data
38426342, 8, "Sică Mergiu", "ATT", 40,	45,	3, 0, 9, 9, 0, 0, 0, 0, "2021-08-29 21:58"
38426342, 8, "Ferdinando Ionata", "ATT", 44, -45, 5, 0, 12, 7, 0, 0, 2, 0, "2021-08-29 21:58"
38426342, 9, "Ilario Bartolozzi", "MID", 49, 90, 0, 0, 9, 9, 0, 0, 0, 2, "2021-08-29 21:58"
38426342, 10, "Ksawery Maszudziński", "MID", 42, 90, 0, 0, 9, 10, 0, 0, 0, 0, "2021-08-29 21:58"
38426342, 11, "Günther Ketels", "MID", 48, 90, 0, 1, 13, 16, 0, 0, 0, 0, "2021-08-29 21:58"

38571984, 1, "Krastan Apostolov", "GK", 57, 90, 0, 0, 5, 0,	0, 0, 0, 0, "2021-08-30 22:00"
38571984, 2, "Henrik Oros", "DEF", 37, 90, 0, 0, 10, 3, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 3, "Hector Honceriu", "DEF", 38, 46, 0, 0, 1, 1, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 3, "Christophe Derungs", "DEF", 34, -46, 0, 0, 6, 1, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 4, "Gustav Hamp", "DEF", 32, 90, 0, 0, 4, 5, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 5, "Štefan Sauter", "DEF", 37, 90, 0, 0, 7, 10, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 6, "Dan Thystrup", "DEF", 38, 90, 0, 0, 4, 5, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 7, "Kristián Hakel", "MID", 39, 46, 2, 0, 6, 14, 0, 0, 1, 0, "2021-08-30 22:00"
38571984, 7, "Artur Szymkiewicz", "MID", 48, -46, 0, 0, 7, 6, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 8, "Sică Mergiu", "ATT", 36, 46, 0, 0, 4,	9, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 8, "Ferdinando Ionata", "ATT", 44, -46, 2, 0, 8, 4, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 9, "Ilario Bartolozzi", "MID", 49, 90, 1, 0, 12, 10, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 10, "Ksawery Maszudziński", "MID", 41, 90, 0, 2, 11, 17, 0, 0, 0, 0, "2021-08-30 22:00"
38571984, 11, "Günther Ketels", "MID", 49, 90, 0, 0, 13, 13, 0, 0, 0, 1, "2021-08-30 22:00"

38571986, 1, "Krastan Apostolov", "GK", 56, 90, 0, 0, 3, 0,	0, 0, 0, 0, "2021-08-31 22:00"
38571986, 2, "Štefan Sauter", "DEF", 38, 90, 0, 0, 4, 4, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 3, "Hector Honceriu", "DEF", 33, 90, 0, 0, 7, 7, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 4, "Gustav Hamp", "DEF", 31, 90, 0, 0, 5,	5, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 5, "Henrik Oros", "DEF", 35, 90, 0, 0, 8, 8, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 6, "Dan Thystrup", "DEF", 36, 90, 0, 0, 3, 9, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 7, "Artur Szymkiewicz", "MID", 47, 90, 1, 1, 13, 10, 1, 0, 0, 1, "2021-08-31 22:00"
38571986, 8, "Ferdinando Ionata", "ATT", 43, 90, 5, 0, 17, 8, 0, 0, 1, 0, "2021-08-31 22:00"
38571986, 9, "Ilario Bartolozzi", "MID", 50, 90, 1, 0, 11, 16, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 10, "Ksawery Maszudziński", "MID", 42, 90, 0, 0, 11, 12, 0, 0, 0, 0, "2021-08-31 22:00"
38571986, 11, "Günther Ketels", "MID", 49, 90, 0, 0, 17, 20, 0, 0, 0, 0, "2021-08-31 22:00"

38571607, 1, "Rody de Houston", "GK", 54, 90, 0, 0, 5, 0, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 2, "Joel Sopó", "DEF", 29, 45, 0, 0, 4, 3, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 2, "Tazar Trbojević", "DEF", 33, -45, 0, 0, 5, 5, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 3, "Mustapha Bonnet", "DEF", 20, 90, 0, 0, 3, 4, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 4, "Christophe Derungs", "DEF", 33, 90, 0, 0, 4, 6, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 5, "Nélio Narenti", "DEF", 35, 90, 0, 0, 7, 4, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 6, "Cezar Adrian Bujor", "DEF", 42, 90, 0, 1, 3, 5, 1, 0, 0, 0, "2021-09-01 22:00"
38571607, 7, "Gligor-Bogdan Vînătoru", "MID", 38, 90, 4, 0, 17, 6, 0, 0, 2, 0, "2021-09-01 22:00"
38571607, 8, "Sică Mergiu", "ATT", 37, 45, 2, 1, 10, 12, 0, 0, 1, 0, "2021-09-01 22:00"
38571607, 8, "Ferdinando Ionata", "ATT", 43, -45, 6, 1,	12, 10, 1, 0, 4, 1, "2021-09-01 22:00"
38571607, 9, "Kristián Hakel", "MID", 36, 90, 1, 0, 6, 12, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 10, "Ksawery Maszudziński", "MID", 43, 90, 0, 2, 9, 12, 1, 0, 0, 0, "2021-09-01 22:00"
38571607, 11, "Günther Ketels", "MID", 49, 45, 2, 0, 8,	14, 0, 0, 0, 0, "2021-09-01 22:00"
38571607, 11, "Ilario Bartolozzi", "MID", 51, -45, 0, 0, 5,	5, 0, 0, 0, 0, "2021-09-01 22:00"

38574390, 1, "Krastan Apostolov", "GK", 56, 90, 0, 0, 10, 0, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 2, "Štefan Sauter", "DEF", 39, 90, 0, 0, 10, 18, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 3, "Hector Honceriu", "DEF", 34, 90, 0, 0, 8,	8, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 4, "Gustav Hamp", "DEF", 33, 90, 0, 0, 9, 7, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 5, "Henrik Oros", "DEF", 41,	46, 0, 0, 11, 10, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 5, "Christophe Derungs", "DEF", 36, -46, 0, 0, 5, 3, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 6, "Dan Thystrup", "DEF", 37, 90, 0, 0, 3, 13, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 7, "Artur Szymkiewicz", "MID", 46, 90, 1, 0, 7, 5, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 8, "Sică Mergiu", "ATT", 41, 46, 0, 0, 3, 5, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 8, "Ferdinando Ionata", "ATT", 45, -46, 0, 0, 2, 1, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 9, "Ilario Bartolozzi", "MID", 49, 90, 0, 0, 12, 13, 0, 0, 0, 0, "2021-09-03 19:00"
38574390, 10, "Ksawery Maszudziński", "MID", 43, 16, 0, 1, 4, 6, 0, 1, 0, 0, "2021-09-03 19:00"
38574390, 11, "Günther Ketels", "MID", 50, 90, 0, 0, 13, 11, 0, 0, 0, 0, "2021-09-03 19:00"

38578336, 1, "Krastan Apostolov", "GK", 58, 90, 0, 0, 2, 0, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 2, "Štefan Sauter", "DEF", 40, 90, 0, 0, 5, 2, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 3, "Hector Honceriu", "DEF", 38, 90, 0, 0, 3, 6, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 4, "Gustav Hamp", "DEF", 35, 90, 0, 0, 3, 5, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 5, "Henrik Oros", "DEF", 37, 90, 0, 0, 9, 8, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 6, "Dan Thystrup", "DEF", 41, 90, 0, 0, 6, 11, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 7, "Ksawery Maszudziński", "MID", 46,	45,	1, 0, 6, 5, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 7, "Kristián Hakel", "MID", 42, -45, 1, 0, 8, 3, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 8, "Artur Szymkiewicz", "MID", 46, 90, 3, 0, 17, 12, 0, 0, 0, 1, "2021-09-04 22:00"
38578336, 9, "Sică Mergiu", "ATT", 45,	45,	4, 0, 4, 2, 0, 0, 1, 0, "2021-09-04 22:00"
38578336, 9, "Ferdinando Ionata", "ATT", 46, -45, 5, 0, 7, 1, 0, 0, 2, 0, "2021-09-04 22:00"
38578336, 10, "Günther Ketels", "MID", 47, 90, 0, 1, 10, 27, 0, 0, 0, 0, "2021-09-04 22:00"
38578336, 11, "Ilario Bartolozzi", "MID", 49, 90, 0, 1, 18, 18, 0, 0, 0, 0, "2021-09-04 22:00"

38426354, 1, "Krastan Apostolov", "GK", 27, 90, 0, 0, 0, 0,	0, 0, 0, 0, "2021-09-05 21:59" 	 	 
38426354, 2, "Henrik Oros", "DEF", 36, 90, 0, 0, 1, 0, 0, 0, 0, 0, "2021-09-05 21:59"
38426354, 3, "Hector Honceriu", "DEF", 30, 90, 0, 0, 1, 0, 0, 0, 0, 0, "2021-09-05 21:59"
38426354, 4, "Gustav Hamp", "DEF", 40, 90, 0, 0, 1,	6, 0, 0, 0, 0, "2021-09-05 21:59"
38426354, 5, "Štefan Sauter", "DEF", 39, 90, 0, 0, 2, 2, 0, 0, 0, 0, "2021-09-05 21:59"
38426354, 6, "Dan Thystrup", "DEF", 43, 90, 0, 0, 4, 5, 0, 0, 0, 0, "2021-09-05 21:59"
38426354, 7, "Ksawery Maszudziński", "MID", 41,	46,	5, 0, 9, 7, 0, 0, 0, 1, "2021-09-05 21:59"
38426354, 7, "Kristián Hakel", "MID", 40, -46, 3, 0, 7, 7, 0, 0, 1, 0, "2021-09-05 21:59"
38426354, 8, "Artur Szymkiewicz", "MID", 44, 90, 5, 0, 20, 18, 0, 0, 3, 2, "2021-09-05 21:59"
38426354, 9, "Sică Mergiu", "ATT", 40, 46, 9, 0, 6,	13, 0, 0, 3, 0, "2021-09-05 21:59"
38426354, 9, "Ferdinando Ionata", "ATT", 43, 24, 9, 0, 7, 9, 0, 0, 2, 0, "2021-09-05 21:59"
38426354, 9, "Cezar Adrian Bujor", "ATT", 36, -70, 10, 0, 7, 10, 0, 0, 1, 1, "2021-09-05 21:59"
38426354, 10, "Ilario Bartolozzi", "MID", 50, 90, 0, 0, 20, 8, 0, 0, 0, 0, "2021-09-05 21:59"
38426354, 11, "Günther Ketels", "MID", 51, 90, 0, 0, 12, 14, 0, 0, 0, 0, "2021-09-05 21:59"

38580208, 1, "Krastan Apostolov", "GK", 56, 90,	0, 0, 4, 0,	0, 0, 0, 0, "2021-09-06 20:00"
38580208, 2, "Henrik Oros", "DEF", 35, 90, 0, 0, 3, 9, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 3, "Hector Honceriu", "DEF", 34, 68, 0, 2, 4, 3, 2, 1, 0, 0, "2021-09-06 20:00"
38580208, 4, "Gustav Hamp", "DEF", 34, 90, 0, 0, 8, 7, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 5, "Štefan Sauter", "DEF", 38, 90, 0, 0, 4, 5, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 6, "Dan Thystrup", "DEF", 39, 90, 0, 0, 4, 11, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 7, "Artur Szymkiewicz", "MID", 47, 90, 1, 1, 12, 10, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 8, "Sică Mergiu", "ATT", 41, 67, 1, 0, 12, 4, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 8, "Kristián Hakel", "ATT", 44, -67, 0, 0, 6, 1, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 9, "Ksawery Maszudziński", "MID", 39, 90, 1, 1, 11, 21, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 10, "Günther Ketels", "MID", 49, 90, 0, 0, 9, 12, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 11, "Ilario Bartolozzi", "MID", 51, 74, 1, 0, 19,	13, 0, 0, 0, 0, "2021-09-06 20:00"
38580208, 11, "Cezar Adrian Bujor", "MID", 35, -74, 0, 0, 2, 2, 0, 0, 0, 0, "2021-09-06 20:00"

38580201, 1, "Krastan Apostolov", "GK", 56, 90, 0, 0, 7, 0, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 2, "Henrik Oros", "DEF", 37, 90, 0, 0, 9,	9, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 3, "Hector Honceriu", "DEF", 34, 90, 0, 0, 7,	7, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 4, "Gustav Hamp", "DEF", 32, 90, 0, 0, 6,	6, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 5, "Štefan Sauter", "DEF", 41, 90, 0, 0, 6, 5, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 6, "Dan Thystrup", "DEF", 37, 90, 0, 1, 5, 19, 1, 0, 0, 0, "2021-09-07 19:00"
38580201, 7, "Artur Szymkiewicz", "MID", 49, 90, 1, 0, 12, 6, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 8, "Sică Mergiu", "ATT", 41, 46, 0, 0, 5,	4, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 8, "Kristián Hakel", "ATT", 42, -46, 1, 0, 6, 1, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 9, "Ilario Bartolozzi", "MID", 49, 90, 1, 1, 16, 16, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 10, "Ksawery Maszudziński", "MID", 42, 90, 0, 1, 11, 13, 0, 0, 0, 0, "2021-09-07 19:00"
38580201, 11, "Günther Ketels", "MID", 48, 90, 0, 0, 10, 12, 0, 0, 0, 0, "2021-09-07 19:00"

38577558, 1, "Rody de Houston", "GK", 56, 90, 0, 0, 2, 0, 0, 0, 0, 0, "2021-09-08 23:29"	 
38577558, 2, "Nélio Narenti", "DEF", 37, 45, 0, 0, 2, 2, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 2, "Joel Sopó", "DEF", 31, -45, 90, 0, 0, 4, 7, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 3, "Mustapha Bonnet", "DEF", 25, 90, 0, 0, 4,	10, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 4, "Christophe Derungs", "DEF", 31, 90, 0, 0, 1, 2, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 5, "Tazar Trbojević", "DEF", 30, 90, 0, 0, 7,	3, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 6, "Cezar Adrian Bujor", "DEF", 41, 90, 0, 0, 3, 8, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 7, "Gligor-Bogdan Vînătoru", "MID", 36, 90, 6, 1, 13,	8, 0, 0, 1, 0, "2021-09-08 23:29"
38577558, 8, "Sică Mergiu", "ATT", 40, 90, 6, 0, 11, 4, 0, 0, 1, 1, "2021-09-08 23:29"
38577558, 9, "Kristián Hakel", "MID", 36, 90, 0, 0, 17, 11, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 10, "Günther Ketels", "MID", 53, 45, 0, 0, 11, 8, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 10, "Ilario Bartolozzi", "MID", 51, -45, 0, 0, 9,	10, 0, 0, 0, 0, "2021-09-08 23:29"
38577558, 11, "Ksawery Maszudziński", "MID", 41, 90, 0, 1, 14, 27, 0, 0, 0, 0, "2021-09-08 23:29"

38582329, 1, "Krastan Apostolov", "GK", 57, 90, 0, 0, 7, 0,	0, 0, 0, 0, "2021-09-09 19:35"
38582329, 2, "Henrik Oros", "DEF", 35, 90, 0, 1, 4, 10, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 3, "Hector Honceriu", "DEF", 35, 90, 0, 0, 2,	5, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 4, "Gustav Hamp", "DEF", 30, 90, 0, 0, 5,	2, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 5, "Štefan Sauter", "DEF", 39, 90, 0, 0, 7, 11, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 6, "Dan Thystrup", "DEF", 40, 90,	0, 0, 4, 4, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 7, "Kristián Hakel", "MID", 40, 45, 0, 1, 5, 9, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 7, "Artur Szymkiewicz", "MID", 52, -45, 0, 1,	8, 1, 1, 0, 0, 0, "2021-09-09 19:35"
38582329, 8, "Sică Mergiu", "ATT", 39, 90, 5, 0, 12, 8, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 9, "Ilario Bartolozzi", "MID", 49, 90, 2, 0, 16, 12, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 10, "Ksawery Maszudziński", "MID", 46, 45, 0, 0, 8, 8, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 10, "Cezar Adrian Bujor", "MID", 43, -45, 0, 0, 6, 9, 0, 0, 0, 0, "2021-09-09 19:35"
38582329, 11, "Günther Ketels", "MID", 50, 90, 0, 0, 16, 19, 0, 0, 0, 0, "2021-09-09 19:35"

38580216, 1, "Krastan Apostolov", "GK", 57, 90, 0, 0, 3, 0, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 2, "Henrik Oros", "DEF", 35, 90, 0, 1, 4, 9, 0, 0, 1, 0, "2021-09-12 01:30"
38580216, 3, "Hector Honceriu", "DEF", 38, 90, 0, 0, 4, 8, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 4, "Gustav Hamp", "DEF", 32, 90, 0, 0, 3,	3, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 5, "Štefan Sauter", "DEF", 40, 90, 0, 0, 7, 5, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 6, "Dan Thystrup", "DEF", 40, 90,	0, 1, 8, 22, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 7, "Ferdinando Ionata", "MID", 44, 60, 2, 0, 10, 2, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 7, "Artur Szymkiewicz", "MID", 51, -60, 1, 0, 13,	1, 0, 0, 1, 0, "2021-09-12 01:30"
38580216, 8, "Sică Mergiu", "ATT", 35, 90, 3, 0, 13, 14, 0, 0, 0, 0, "2021-09-12 01:30"
38580216, 9, "Alim Bent", "MID", 33, 90, 2, 0, 4, 7, 0, 0, 1, 0, "2021-09-12 01:30"
38580216, 10, "Ilario Bartolozzi", "MID", 47, 90, 2, 1, 15, 11, 1, 0, 1, 0, "2021-09-12 01:30"
38580216, 11, "Günther Ketels", "MID", 47, 90, 0, 0, 13, 16, 0, 0, 0, 0, "2021-09-12 01:30"

38426360, 1, "Krastan Apostolov", "GK", 58, 90, 0, 0, 0, 0, 0, 0, 0, 0, "2021-09-12 21:59"	 	 	 
38426360, 2, "Henrik Oros", "DEF", 36, 90, 0, 0, 5,	1, 0, 0, 0, 0, "2021-09-12 21:59"
38426360, 3, "Hector Honceriu", "DEF", 36, 90, 0, 0, 3,	3, 0, 0, 0, 0, "2021-09-12 21:59"
38426360, 4, "Gustav Hamp", "DEF", 32, 90, 0, 0, 2, 2, 0, 0, 0, 0, "2021-09-12 21:59"
38426360, 5, "Nélio Narenti", "DEF", 36, 90, 0, 0, 4, 4, 0, 0, 0, 0, "2021-09-12 21:59"
38426360, 6, "Dan Thystrup", "DEF", 41, 90, 0, 0, 3, 1, 0, 0, 0, 0, "2021-09-12 21:59"
38426360, 7, "Gligor-Bogdan Vînătoru", "MID", 36, 90, 2, 0, 16, 14, 0, 0, 0, 2, "2021-09-12 21:59"
38426360, 8, "Artur Szymkiewicz", "MID", 46, 90, 8, 0, 15, 4, 0, 0, 2, 0, "2021-09-12 21:59"
38426360, 9, "Sică Mergiu", "ATT", 37, 90, 21, 0, 22, 28, 0, 0, 4, 0, "2021-09-12 21:59"
38426360, 10, "Ilario Bartolozzi", "MID", 48, 90, 0, 0, 19, 17, 0, 0, 1, 0, "2021-09-12 21:59"
38426360, 11, "Günther Ketels", "MID", 47, 90, 0, 0, 9, 26, 0, 0, 0, 0, "2021-09-12 21:59"

38584048, 1, "Krastan Apostolov", "GK", 55, 90,	0, 0, 8, 0,	0, 0, 0, 0, "2021-09-13 22:00"
38584048, 2, "Henrik Oros", "DEF", 34, 90, 0, 0, 7, 6, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 3, "Hector Honceriu", "DEF", 39, 90, 0, 0, 3,	6, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 4, "Gustav Hamp", "DEF", 33, 90, 0, 0, 6, 7, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 5, "Štefan Sauter", "DEF", 36, 90, 0, 0, 10, 5, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 6, "Dan Thystrup", "DEF", 40, 90, 0, 0, 3, 9, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 7, "Kristián Hakel", "MID", 42, 45, 2, 0, 6, 5, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 7, "Artur Szymkiewicz", "MID", 51, -45, 1, 0, 7, 4, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 8, "Alim Bent", "ATT", 46, 45, 1, 0, 3, 1, 0, 0, 1, 0, "2021-09-13 22:00"
38584048, 8, "Sică Mergiu", "ATT", 39, -45,	 0, 0, 7, 6, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 9, "Ilario Bartolozzi", "MID", 49, 90, 0, 0, 10, 5, 0, 0, 0, 0, "2021-09-13 22:00"
38584048, 10, "Ksawery Maszudziński", "MID", 44, 90, 0, 1, 17, 23, 1, 0, 0, 0, "2021-09-13 22:00"
38584048, 11, "Günther Ketels", "MID", 46, 90, 0, 1, 12, 20, 0, 0, 0, 0, "2021-09-13 22:00"

38584202, 1, "Krastan Apostolov", "GK", 55, 90, 0, 0, 10, 0, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 2, "Henrik Oros", "DEF", 34, 90, 0, 0, 9, 12, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 3, "Hector Honceriu", "DEF", 32, 90, 0, 0, 6, 5, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 4, "Gustav Hamp", "DEF", 32, 90, 0, 0, 6,	9, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 5, "Štefan Sauter", "DEF", 42, 90, 0, 0, 6, 10, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 6, "Dan Thystrup", "DEF", 35,	59, 0, 0, 2, 3, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 6, "Christophe Derungs", "DEF", 31, -59, 0, 0, 3,	5, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 7, "Artur Szymkiewicz", "MID", 51, 90, 0, 0, 13, 4, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 8, "Alim Bent", "ATT", 37, 90, 1, 0, 10, 11, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 9, "Ilario Bartolozzi", "MID", 49, 90, 0, 1, 12, 16, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 10, "Ksawery Maszudziński", "MID", 43, 90, 0, 0, 15, 14, 0, 0, 0, 0, "2021-09-14 22:00"
38584202, 11, "Günther Ketels", "MID", 51,	50,	0, 2, 8, 10, 2, 1, 0, 0, "2021-09-14 22:00"

38583361, 1, "Rody de Houston", "GK", 52, 90, 0, 0, 10, 0, 0, 0, 0, 0, "2021-09-16 01:29"
38583361, 2, "Nélio Narenti", "DEF", 34, 90, 0, 0, 11, 6, 0, 0, 0, 0, "2021-09-16 01:29"
38583361, 3, "Mustapha Bonnet", "DEF", 21, 90, 0, 0, 4, 4, 0, 0, 0, 0, "2021-09-16 01:29"
38583361, 4, "Christophe Derungs", "DEF", 36, 46, 0, 0, 4, 9, 0, 0, 0, 0, "2021-09-16 01:29"
38583361, 4, "Dan Thystrup", "DEF", 40,	-46, 0, 0, 3, 7, 0, 0, 0, 0, "2021-09-16 01:29"
38583361, 5, "Joel Sopó", "DEF", 29, 90, 0, 0, 7, 14, 0, 0, 0, 0, "2021-09-16 01:29"
38583361, 6, "Cezar Adrian Bujor", "DEF", 45, 90, 0, 0, 9, 9, 0, 0, 0, 0, "2021-09-16 01:29"
